label,text
atis_flight, list all flights going from boston to atlanta after 6 o'clock pm on wednesday
atis_flight, show me the cheapest flights round trip from new york to san jose
atis_flight, okay i'd like a flight on us air from indianapolis to san diego in the afternoon what's available
atis_flight, what flights from new york to los angeles after 10 am
atis_flight, list lowest cost flight from dallas to baltimore
atis_flight, what flights are there from new york city to las vegas
atis_flight, tell me the flights from dallas to baltimore
atis_airfare, show me the round trip tickets from baltimore to dallas
atis_flight, show me the flights from washington dc to san francisco with a stopover in denver
atis_flight, i'd like to fly from philadelphia to san francisco through dallas
atis_flight, what flights fly from denver to san francisco on monday tuesday wednesday thursday and friday
atis_airport, does the philadelphia airport have a name
atis_flight, list all flights please from washington to san francisco
atis_flight_time, what are the schedule of flights from boston to san francisco for august first
atis_flight, earliest flight on american airlines from washington dc to san francisco
atis_flight, what's the earliest flight from boston to bwi that serves dinner
atis_flight, hello i would like to plan a flight on american airlines from boston to denver
atis_flight_time, what time does the earliest flight which goes from atlanta to denver leave
atis_quantity, how many airports does oakland have
atis_flight, show me the flights from pittsburgh to philadelphia
atis_flight, what are the flights from pittsburgh to baltimore
atis_flight, i'd like a flight from boston to san francisco leaving in the afternoon any time please
atis_flight, round trip flights from minneapolis to san diego coach economy fare
atis_flight_no, list the number of flights arriving in dallas fort worth from boston before noon
atis_airline, what airlines fly from toronto to san diego
atis_flight, flight leaving chicago to nashville
atis_flight, show me the last flight on wednesday from atlanta to denver
atis_flight, i would like to see the flights from denver to philadelphia
atis_flight, give me the flights from miami to new york using tower air
atis_flight, i would like to fly from boston to denver early in the morning
atis_abbreviation, what is booking class c
atis_flight, i would like to fly from pittsburgh to atlanta
atis_flight, i need a flight from atlanta to charlotte north carolina next monday
atis_flight, which flights are serviced by american airlines
atis_abbreviation, what does the abbreviation ua mean
atis_flight, show flights first class on american from dallas fort worth to san francisco international
atis_flight, what flights are there from new york city to las vegas
atis_ground_service, ground transportation for st. paul
atis_flight, what are all the flights into atlanta's airport
atis_abbreviation, what is fare code fn
atis_flight, show me the flight with the smallest seating capacity which leaves pittsburgh and arrives in baltimore on june fourteenth
atis_flight, next sunday flights from miami to cleveland after 1200 hours
atis_flight, what flights do you have from ontario
atis_flight, round trip houston to las vegas nonstop
atis_flight, show me the list of flights from philadelphia to denver that leave in the afternoon
atis_airport, what's the airport at orlando
atis_flight, i need a flight from denver to philadelphia on saturday
atis_flight, on april twenty would like to fly from denver to pittsburgh at about 8 o'clock in the morning
atis_flight, does midwest express serve indianapolis
atis_flight, please show me the return flights from miami to new york
atis_flight_time, show me times for flights from san francisco to atlanta
atis_flight, what are the flights from milwaukee to orlando on wednesday
atis_flight, i need to fly from baltimore to dallas on tuesday evening
atis_flight, now show me the flights from denver to atlanta
atis_flight, all flights from pittsburgh to dallas round trip after 12 pm less than 100
atis_flight, what are the flights from boston to san francisco
atis_flight, i would like a nonstop flight from memphis to las vegas on march second
atis_airfare, i need one first class ticket from dallas fort worth to san francisco
atis_flight, show me the flights from oakland to washington
atis_flight, find me the earliest flight from boston to atlanta on any day of the week
atis_flight, give me morning flights from atlanta to baltimore
atis_flight, i want to find a flight from boston to atlanta
atis_flight, nonstop flights denver to kansas city
atis_flight, leave flight from boston to atlanta leave boston approximately 1 pm
atis_ground_service, in denver what kind of ground transportation is there from the airport to downtown
atis_flight, show me all the flights from denver to las vegas
atis_flight, what is the earliest flight going from san francisco to dallas on monday august nineteenth
atis_flight, show me all flights arriving to denver from oakland
atis_ground_service, can i have a rental car in houston
atis_ground_service, what kind of ground transportation is there in washington dc
atis_airfare, what is the fare going from atlanta to boston one way on november seventh
atis_airfare, round trip fares from baltimore to philadelphia less than 1000 dollars or round trip fares from denver to philadelphia less than 1000 dollars or round trip fares from pittsburgh to philadelphia less than 1000 dollars
atis_ground_service, please list ground transportation in atlanta
atis_flight, show me flights going from boston to denver arriving on wednesday morning
atis_flight, i want to fly from boston to baltimore
atis_flight, list the earliest flight from st. paul to san jose
atis_flight, give me the one way flights from pittsburgh to boston
atis_flight, what is the earliest flight from boston to atlanta
atis_flight, what are the flights from montreal to chicago
atis_flight, show me the flights from pittsburgh to baltimore
atis_abbreviation, what is fare code h
atis_flight, i'd like to find a flight from charlotte to las vegas and make a stop in st. louis
atis_meal, do i get a meal on the atlanta to bwi flight eastern 210
atis_flight, dallas to oakland saturday
atis_flight, i'd like a flight from baltimore to boston as early in the morning as i can
atis_flight, united airlines flights stopping in denver before noon
atis_flight, show me the flights going from pittsburgh to san francisco on monday
atis_flight, are there any nonstop flights from san francisco to boston on thursdays
atis_flight, show all connecting flights from pittsburgh to oakland
atis_flight, show me the earliest flights from boston to denver on wednesday
atis_ground_service, i would like information on ground transportation in atlanta from the airport to the city in the morning around 9 am
atis_flight, i'd like to go from boston to denver at 9 o'clock saturday night
atis_quantity, how many flights does american airlines have with a class of service code f
atis_flight, all flights from washington to san francisco leaving after 2
atis_flight, all flights from boston to washington dc on november tenth
atis_flight, flights from cincinnati to los angeles departing after 718 am
atis_airfare, let's see how much would a direct flight from atlanta to denver be on may seventh
atis_flight, i would like flights between boston and atlanta on july eleven departing at one in the afternoon
atis_flight, what are the flights which depart from san francisco fly to washington via indianapolis and arrive by 9 pm
atis_flight, okay for now i would like information on a flight on april twenty seventh from pittsburgh to atlanta leaving early in the morning about 8 o'clock
atis_flight, flying from pittsburgh to atlanta on september fourth what would be the cheapest flight
atis_flight, i would like to make a round trip between washington and san francisco
atis_airfare, show me the price of all flights from atlanta to washington dc
atis_flight, list all the flights that arrive at general mitchell international
atis_flight, what are the flights from cleveland to indianapolis for wednesday the twelfth
atis_meal, is there a meal on delta flight 852 from san francisco to dallas fort worth
atis_flight, flights from boston flights from philadelphia to boston on monday
atis_flight, philadelphia to dallas saturday
atis_flight, give me flights from baltimore to denver on united that offer first class
atis_airfare, what is the cheapest fare for a one way flight from boston to atlanta
atis_flight, may i have a listing of flights from minneapolis to long beach california on wednesday
atis_flight, us air 269 leaving boston at 428 what is the arrival time in baltimore
atis_flight, i'd like the first flight in the morning from boston to washington
atis_flight, what is the earliest flight on thursday from atlanta to washington dc
atis_ground_service, what types of ground transportation are available in denver
atis_flight, flights from cleveland to kansas city
atis_airfare, show me economy fares from dallas to baltimore
atis_flight, from seattle to salt lake city
atis_abbreviation, explain the fare code q
atis_flight, please list all the arriving and departing flights from general mitchell international
atis_flight, what are the flights from boston to baltimore leaving tomorrow
atis_flight, show me the latest flight from denver to boston
atis_flight, i would like to travel from indianapolis to houston
atis_flight, morning flights from pittsburgh to atlanta on wednesday
atis_flight, show me flights from philadelphia to denver on a monday
atis_flight, what flights go from philadelphia to dallas with a stopover in atlanta
atis_flight, what flights from kansas city to denver after 845 in the morning
atis_flight, what flights are available from atlanta to washington dc on wednesday
atis_flight_time, show me the schedule for airlines leaving pittsburgh going to san francisco for next monday
atis_flight, what are all flights from san francisco to philadelphia with stops in pittsburgh
atis_flight, list all the takeoffs and landings at general mitchell international
atis_ground_service, in atlanta i would like information on ground transportation
atis_flight, give me the cheapest flight from dallas to baltimore on saturday
atis_ground_service, show me ground transportation in westchester county
atis_flight, what flights leave from atlanta to boston on june twenty ninth in the afternoon
atis_flight, do you have any flights from boston to dallas fort worth that stop over in philadelphia
atis_flight, please list the friday flights from houston to milwaukee on american airlines in the evening
atis_airline, airlines that fly to miami from new york on friday
atis_flight, show me the flights from dallas to baltimore in first class
atis_flight, show me flights from boston to san francisco
atis_flight, information on american airlines flight from washington to philadelphia
atis_airline, does any airline have an afternoon flight from atlanta to boston
atis_flight, i'm looking for a flight from boston to denver that has no stopovers and is only in the afternoon
atis_flight, looking for a flight from denver to salt lake city
atis_airfare, what is the cost for these flights from baltimore to philadelphia
atis_quantity, how many cities are served by lufthansa with first class flights
atis_flight, show flights from atlanta to baltimore
atis_aircraft, what aircraft is co 1209
atis_flight, tell me about flights from toronto to salt lake city leaving after 530 pm
atis_flight, is there a flight leaving from boston to atlanta
atis_flight, flights from pittsburgh to los angeles thursday evening
atis_flight, on july twenty third all flights on american airlines from philadelphia to san francisco
atis_airline, is there an airline that services boston dc and dallas
atis_flight, flight from milwaukee to denver
atis_flight, find me the cheapest flight from boston to washington
atis_ground_fare, how much does it cost to get downtown from the atlanta airport by limousine
atis_flight, do you have one to denver from philadelphia
atis_airfare, show me the fare for delta flight 296 from atlanta to philadelphia
atis_flight, what is the earliest flight from boston that will arrive in denver
atis_flight, on monday i'd like to travel from las vegas to detroit michigan
atis_flight, show me all the us air flights to pittsburgh between 12 and 4 in the afternoon
atis_flight, show me the last flight from denver to boston
atis_flight, show me the flights from atlanta to philadelphia
atis_flight, i need information on flights leaving dallas arriving in boston leaving dallas early in the morning
atis_flight, i would like to find a flight from kansas city to salt lake city on delta and arriving at about 8 o'clock in the evening could you please tell me the aircraft and the flight number thank you
atis_flight, please show me the flights from boston to san francisco
atis_flight, list daily flights from denver to baltimore with first class service
atis_flight, show all flights from pittsburgh to san francisco on july twenty eighth 1991
atis_flight, what flights from los angeles to minneapolis
atis_flight, what are the flights from boston to orlando
atis_flight, show flights on us air from pittsburgh to oakland connecting through denver
atis_flight, flight from dc to salt lake city
atis_flight, show me flights from pittsburgh to san francisco on monday
atis_flight, show me all flights that depart from san francisco and go to either boston philadelphia or baltimore
atis_flight, what flights are there between atlanta and denver
atis_flight, on the earliest flight from san francisco to atlanta on delta is a meal being served
atis_flight, list the flights from denver to baltimore
atis_flight, flights from oakland to san francisco on january twenty first 1992
atis_airfare, i'd like the cheapest one way fare from boston to atlanta please
atis_flight, list all nonstop flights from los angeles to pittsburgh before 5 pm on tuesday
atis_airfare, what are the fares for flights between atlanta and dfw provided by american airlines
atis_flight, shortest evening flight from tampa to cincinnati
atis_abbreviation, explain restriction ap 57
atis_flight, please arrange a flight for me from denver to san francisco on us air
atis_flight, only show continental flights
atis_flight, i want to go from denver to atlanta round trip and make a stop at pittsburgh may i have the cheapest fare
atis_airfare, what is the round trip thrift fare on us air from boston to san francisco
atis_flight, may i have a listing of flights from minneapolis to long beach california on tuesday
atis_flight, all round trip flights between new york and miami coach fare
atis_flight, show me flights from miami to new york leaving on a sunday first class
atis_flight, i want to go from denver to atlanta round trip and make a stop at pittsburgh is this possible
atis_flight, what flights from detroit to st. petersburg
atis_aircraft, what type of aircraft flies from pittsburgh to baltimore
atis_flight, please list the morning flights from kansas city to atlanta
atis_flight, show all united flights between boston and philadelphia
atis_ground_service, show me ground transportation for boston
atis_flight, i would like to fly united airlines from washington dc to denver colorado
atis_flight, find travel arrangements for a round trip flight from dallas to pittsburgh
atis_flight, on july twenty third an early flight on american from philadelphia to san francisco
atis_flight, what flights are between washington and san francisco
atis_abbreviation, what is dl
atis_flight, show flights between boston and denver
atis_abbreviation, what does ewr mean
atis_flight, show me the afternoon flights from washington to boston
atis_airline, what airlines have flights from boston to philadelphia that leave before 630 am
atis_flight, show me the flights from baltimore to atlanta
atis_flight, does midwest express serve baltimore
atis_flight, is there a flight from boston to atlanta which leaves boston in the afternoon and arrives close to 5 pm
atis_flight, show me the flights that go from san diego to newark new jersey by way of houston
atis_flight_time, i would like the evening schedule of flights from san francisco to washington
atis_flight, delta flights from san francisco please
atis_flight, i need a flight from philadelphia to san francisco next wednesday
atis_ground_service, what car rentals are available next sunday from denver airport
atis_flight, show me all flights from montreal
atis_flight, i want a flight from toronto to montreal that leaves early friday morning
atis_flight, show me the flights from st. petersburg to toronto that arrive before noon
atis_flight, list all flights going from boston to atlanta before 7 o'clock am on thursday
atis_flight, please list all flights between boston and san francisco nonstop
atis_flight, show all tuesday morning flights from pittsburgh to denver
atis_flight, flights from los angeles to pittsburgh
atis_flight, please show me the flights from denver to baltimore between 10 am and 2 pm
atis_flight, give me a flight from philadelphia to denver on sunday
atis_flight, need a flight from pittsburgh to denver
atis_flight, what is the last flight from san francisco to dallas fort worth
atis_ground_service, tell me about the ground transportation in chicago
atis_flight, what is the earliest flight from washington to atlanta leaving on wednesday september fourth
atis_ground_service, ground transportation in baltimore
atis_flight, what flights leave pittsburgh after 5 pm on thursday and arrive in los angeles
atis_flight, i need to fly from boston to denver on to san francisco and back
atis_flight, show me the flights arriving around noon in baltimore from denver
atis_flight, what about the flights from boston to la
atis_flight, what is the least expensive flight from atlanta to denver leaving on october twelfth
atis_flight, also show me the first flight from atlanta to denver on a thursday
atis_airfare, us 3724 baltimore to philadelphia what is the fare
atis_airfare, please show me the cost of flight ua 201 from boston to denver and flight ua 343 from boston to denver
atis_flight, show me one way flights from milwaukee to orlando wednesday
atis_flight, is there an afternoon flight from charlotte to minneapolis around 2 pm
atis_airfare, us 3724 baltimore to philadelphia what is the round trip fare
atis_flight, what is the latest flight on wednesday going from atlanta to washington dc
atis_flight, show me all daily flights from milwaukee to orlando
atis_flight, what are the classes of service on twa
atis_airfare, coach fares only weekdays for denver to boston
atis_flight, i need to find a flight from philadelphia to san francisco that has a stopover in dallas
atis_flight, all flights from boston to philadelphia which show up on tuesday afternoon
atis_flight, give me information on flights from atlanta to washington dc on wednesday after 4 pm and thursday before 9 am
atis_flight, san francisco to denver tuesday
atis_flight, information of a flight from atlanta to pittsburgh
atis_flight, list all flights from long beach to columbus late saturday
atis_airfare, show me round trip tickets from new york to miami
atis_flight, show me all flights from san diego to new york using dc10
atis_flight, what flights leave pittsburgh july fifth after 7 pm and arrive in san francisco
atis_flight, can you tell me the flights that go from boston to atlanta sometime after 5 pm
atis_flight, does eastern airlines fly between boston and washington
atis_flight, show me flights from dallas to baltimore
atis_flight, show me flights from denver to dc on wednesday
atis_airline, what airlines have business class
atis_flight, could you please give me information concerning american airlines a flight from washington dc to philadelphia the earliest one in the morning as possible
atis_ground_service, show me about the ground transportation in boston
atis_flight, i would like information for flights from baltimore to dallas on early tuesday morning
atis_airline, give me a list of airlines in pittsburgh
atis_airfare, what is the fare on the thrift economy flight from boston to san francisco
atis_flight, show me the flights from boston to pittsburgh leaving wednesdays and thursdays
atis_ground_service, what ground transportation is available from the denver airport to downtown denver
atis_quantity, how many of delta's night flights are first class
atis_flight, show me flights from philadelphia to baltimore
atis_flight, what is the cheapest flight from pittsburgh to atlanta
atis_flight, show me all the flights to baltimore from denver or philadelphia or pittsburgh
atis_flight, is there a twa flight from las vegas to new york
atis_flight, on tuesday i'd like to fly from detroit to st. petersburg
atis_airline, which airlines go from san francisco to washington by way of indianapolis
atis_flight, what flights do you have from newark new jersey to ontario california that connect in phoenix
atis_flight, pm flights dallas to atlanta
atis_flight, show me the flights from salt lake city to milwaukee
atis_flight, i need a return flight from chicago to kansas city leaving chicago around 7 in the evening on the day following next wednesday
atis_flight, give me all the flights from memphis to charlotte
atis_flight, please list all flights on united airlines and northwest which go to denver
atis_airfare, hi could i get a one way ticket from milwaukee to orlando
atis_flight, show me the flights from boston to san francisco leaving after 4 pm on friday
atis_flight, list all united flights from boston to san francisco with fare code qx
atis_flight_time, what is the schedule for flights between pittsburgh and boston on the evening of july ninth
atis_flight, give me the flights from washington dc to philadelphia for december second
atis_flight, i would like to fly from boston to oakland what airlines fly from boston to oakland
atis_ground_fare, how expensive is the san francisco limousine service
atis_abbreviation, what is restriction ap 57
atis_distance, what is the distance from los angeles international airport to los angeles
atis_flight, list all nonstop flights from newark to tampa leaving on friday
atis_flight, show me the flights on delta that go through atlanta
atis_flight, one way flights from ontario to tacoma leaving before 10 am on any day and first class
atis_flight, flight from dallas to oakland california on monday
atis_flight, can you list all flights from washington to toronto
atis_flight_time, please list the flight times for boston to pittsburgh
atis_flight, are there any flights from denver to pittsburgh with a stopover in atlanta
atis_flight, flight from denver to san francisco in the afternoon
atis_flight, is there a flight around 3 pm from charlotte to minneapolis
atis_flight, please show me flights from denver to san francisco on wednesday after 1300 hours
atis_flight, what flights are available sunday afternoon from oakland to dallas
atis_ground_service, is there ground transportation from the pittsburgh airport to downtown pittsburgh
atis_flight, all right what us air flights leave from indianapolis to san diego after 130 in the afternoon
atis_abbreviation, what does the fare code yn mean
atis_capacity, list number of people that can be carried on each type of plane that flies between pittsburgh and baltimore
atis_flight, when do planes leave boston for
atis_flight, does midwest express serve montreal
atis_flight, flights from memphis to las vegas on sunday
atis_airline, show me the airlines that fly from denver to san francisco
atis_flight, what flights are there between nashville and st. louis which are nonstop and arrive after noon and before 8 pm
atis_flight, show me flights from baltimore to dallas
atis_airfare, us 771 pittsburgh to philadelphia what is the fare
atis_flight, show me the flights from atlanta to washington dc on wednesday night and thursday morning
atis_flight, list round trip flights between boston and oakland using twa
atis_flight, i would like to book a flight for may twenty sixth going from tampa to milwaukee a direct flight if possible
atis_flight, i would like to book a flight from chicago into seattle on june first on continental airlines
atis_flight, what flights leave boston and arrive in philadelphia before 7 am
atis_flight, find a flight from philadelphia to san francisco please on delta
atis_flight, i need to spend much of a day on the ground in atlanta find me an early flight from boston and the lastest possible flight back from atlanta
atis_airline, show me the airlines for flights to or from love field
atis_airfare, what are the different classes of service and the prices for us air
atis_flight, american flight 4400 from cincinnati to houston
atis_flight, what flights are there from atlanta to baltimore
atis_flight, show me the flights from oakland to denver
atis_flight, show me flights from dallas to pittsburgh
atis_capacity, what's the capacity of a 733
atis_flight, i want a flight on twa from boston to denver
atis_flight, show me the flights from san diego to newark by way of houston
atis_flight, show me a list of flights from denver to san francisco for september first 1991
atis_flight, all round trip flights between new york and miami that are first class
atis_flight, dallas to oakland monday
atis_flight, is there a flight between san francisco and boston with a stopover at dallas fort worth
atis_flight, find a flight between denver and oakland the flight should leave in the afternoon and arrive near 5 pm the flight should also be nonstop
atis_flight, can i go from boston to san francisco with a stopover in denver
atis_flight, may i have a listing of flights from long beach to columbus ohio on tuesday
atis_flight, what are the flights from dallas to philadelphia
atis_flight, is there a flight from atlanta to san francisco which connects in dallas
atis_flight, delta flights to dallas please
atis_airfare, please give me the cheapest round trip airfare from atlanta to philadelphia on august the first
atis_flight, which delta flights fly from boston to philadelphia
atis_flight, i want information on flights from atlanta to washington dc i want to leave wednesday after 4 pm or thursday before 9 am
atis_flight, show flights between toronto and san francisco
atis_flight, show me flights from baltimore to philadelphia
atis_flight, what flights do you have between pittsburgh and atlanta
atis_flight, what are the flights from charlotte to atlanta returning on tuesday july thirteenth
atis_flight, which flights depart burbank after noon and arrive in denver by 6 pm
atis_flight, what is the cheapest way to fly from denver to oakland
atis_airfare, what is the cost of a flight from boston to san francisco
atis_airline, show me the airlines that use love field
atis_airfare, how much will it cost taking coach from orlando to indianapolis on december twenty ninth flying us air 311
atis_flight, show me the flights from atlanta to bwi
atis_flight, give me flights from chicago to seattle on saturday morning
atis_flight, how do you get from the airport to downtown dallas please
atis_flight, list flights from pittsburgh to baltimore
atis_airfare, could you please give me a one way fare from pittsburgh to atlanta
atis_flight, what flights leave from nashville to phoenix
atis_flight, i want the flights from denver to pittsburgh
atis_flight, wednesday morning flights between baltimore and newark
atis_flight, all flights from san francisco to boston leaving before noon
atis_flight, is there a round trip flight from atlanta to dallas via denver
atis_flight, please list all northwest flights into denver
atis_airfare, what is the round trip cost of a first class ticket from boston to san francisco
atis_flight, now i need flights leaving from atlanta and arriving in philadelphia on wednesday morning
atis_airfare, what is the cheapest fare from dallas to denver round trip
atis_flight, can you show me what flights are available on december sixteen going from oakland to dallas
atis_flight, flights from milwaukee to phoenix on saturday or sunday american airlines
atis_flight, find the earliest breakfast flight from boston to oakland
atis_flight, find travel arrangements for a round trip flight from baltimore to pittsburgh
atis_flight, show me all the saturday flights from pittsburgh to baltimore
atis_flight, what flights are there from los angeles to pittsburgh
atis_flight, all flights from montreal less than 150 dollars
atis_airfare, what is the cheapest fare for flights from boston to dallas
atis_flight, i need a flight from philadelphia to denver
atis_flight, show last flight from philadelphia to boston
atis_flight, okay show me all the flights to baltimore
atis_flight, please give me flights leaving san francisco and going to pittsburgh
atis_flight, i am also interested in a flight that runs from st. louis to las vegas
atis_flight, on friday i need to see all flights that leave atlanta and arrive in dallas before 6 pm
atis_abbreviation, explain meal codes sd d
atis_quantity, how many first class flights does delta airlines have
atis_flight, show me the nonstop flights from dallas to houston
atis_flight, i would like a flight on american airlines from baltimore to san francisco with a stop in denver
atis_flight, could you tell me what flights you have that run daily from boston to san francisco please
atis_flight, i'm interested in a flight from dallas to washington and i'm also interested in going to baltimore
atis_flight, are there any flights from new york to montreal canada leaving on thursday
atis_flight, i'd like to arrange for two friends to fly into los angeles next saturday evening one of the people is coming from kansas city and the other is coming from las vegas
atis_airfare, how much is the cheapest flight from denver to pittsburgh with a stop in atlanta
atis_flight, all flights from miami to new york
atis_flight, pittsburgh to atlanta wednesday
atis_flight, list the shortest flight from san jose to houston
atis_flight, please show me flights from dallas to denver
atis_flight, i want a flight from boston to denver that stops in pittsburgh
atis_flight, list the round trip flights from st. paul to san jose
atis_flight, what is the earliest flight from denver to san francisco on the morning of august twenty seventh
atis_flight, give me the flights from chicago to seattle on saturday morning
atis_flight, i am interested in booking an early flight from dallas into houston and returning in the late evening
atis_airfare, show me all prices of first class from baltimore to dallas
atis_flight, show me the flights arriving at love field
atis_flight, what flights from toronto to philadelphia
atis_flight, what flights go from pittsburgh to newark after 823 in the morning
atis_flight, i would like a flight from washington to boston flight 324 on august twentieth
atis_flight, show me all flights from ontario to tacoma one way
atis_flight, i'm flying from boston to the bay area
atis_flight, list nonstop flights from baltimore washington to oakland that arrive between 445 and 515 pm
atis_airfare, show me the lowest fare for a round trip flight from baltimore to dallas
atis_flight, what is the latest flight in the day from baltimore to atlanta
atis_flight, i want to make a round trip flight from washington to san francisco and return
atis_flight, i would like to fly to denver for under 500 dollars please show me the airfares between pittsburgh and denver
atis_flight, show me the flights from st. petersburg to toronto that arrive early in the morning
atis_flight, please list the shortest one stop flight from ontario california to orlando florida
atis_flight, is it possible for me to fly from baltimore to san francisco
atis_flight, show me flights from minneapolis to seattle on july second
atis_flight, show me all flights from charlotte to philadelphia
atis_flight, give me flights on american airlines from milwaukee to phoenix
atis_aircraft, what kind of airplanes are used by delta airlines flying between washington and denver
atis_flight, philadelphia to boston monday
atis_flight, do you have a united flight from boston to washington
atis_distance, tell me distance from orlando airport to the city
atis_flight, flights from phoenix to milwaukee
atis_airline, which airline has the smallest plane leaving pittsburgh and arriving in baltimore on july fourth
atis_flight, show me the flights from boston to san francisco
atis_flight, i like to see the information for flights from pittsburgh to san francisco leaving pittsburgh after 12 pm
atis_flight, from las vegas to montreal
atis_flight_time, what is the schedule of flights from boston to denver next monday
atis_flight, show me the earliest flight on wednesday from baltimore to newark
atis_flight, what are the flights from boston to washington
atis_flight, thank you very much now can you help me with information on flights from boston to atlanta
atis_airfare, show me fares from philadelphia to san francisco on thursday morning
atis_airfare, price of flight from cleveland to nashville
atis_flight, coach class flights on twa from columbus to st. paul
atis_flight, show me flights from san francisco to denver
atis_flight, show all flights from denver to san francisco
atis_flight, show me flights going from san francisco to pittsburgh first class on monday of leaving after 12 noon
atis_flight, american airlines from phoenix to milwaukee
atis_quantity, how many fares are there one way from tacoma to montreal
atis_airline, what airline besides continental flies between boston and denver
atis_airfare, show me fares from baltimore to philadelphia
atis_flight, what flights go from boston to atlanta
atis_flight, does american airlines fly from philadelphia to dallas
atis_flight_time, please give me the flight times i would like to fly from boston to baltimore in the morning before 8
atis_flight, what flights do you have available from denver dallas and pittsburgh into baltimore
atis_flight, what's the latest flight from san jose to houston
atis_flight, i need a flight from indianapolis to toronto reaching toronto on thursday morning
atis_flight, show me all flights from oakland to philadelphia on saturday which serve a meal and arrive in philadelphia before noon
atis_flight, show me all flights both direct and connecting from dallas fort worth to either san francisco or oakland that depart after 7 pm
atis_ground_service, in boston is there ground transportation between airport and downtown
atis_flight, now list for me only the united flights that flight from oakland to boston
atis_flight, i'd like information on flights between philadelphia and san francisco with a stop in dallas
atis_flight, from denver to washington dc on monday november eleventh 1991
atis_flight, are there any nonstop flights from indianapolis to san diego on wednesday may twelfth
atis_flight, show me the flights from baltimore to boston
atis_airline, which airlines have flights from san francisco to washington by way of indianapolis
atis_flight, i would like to make a reservation for a flight to denver from philadelphia on this coming sunday
atis_flight, list all flights on continental from denver to chicago which depart after 934 pm
atis_flight, i would like information on flights from pittsburgh to baltimore arriving in baltimore before 10 am on thursday
atis_flight, list evening flights tomorrow from phoenix to detroit
atis_flight, what are the flights from boston to denver on tuesday october fifteenth
atis_flight, list all afternoon flights on united airlines from san francisco to denver
atis_flight, please list all flights between boston and atlanta
atis_flight, i would like a nonstop flight from jfk to las vegas on march second
atis_flight, show all nonstop flights from boston to san francisco
atis_flight, can you tell me which flight from dallas to baltimore has the least expensive fare
atis_flight, i would like an early flight from la to charlotte monday morning
atis_flight, what is the latest flight from boston to denver that serves a meal
